@RELATION train

@ATTRIBUTE lines REAL
@ATTRIBUTE words REAL
@ATTRIBUTE tags REAL
@ATTRIBUTE div REAL
@ATTRIBUTE h1 REAL
@ATTRIBUTE h2 REAL
@ATTRIBUTE h3 REAL
@ATTRIBUTE img REAL
@ATTRIBUTE table REAL
@ATTRIBUTE p REAL
@ATTRIBUTE a REAL
@ATTRIBUTE iframe REAL
@ATTRIBUTE keyword {0,1}
@ATTRIBUTE url_change {0,1}
@ATTRIBUTE anti-adblock {TRUE,FALSE}

@DATA
0,0,11,0,0,0,0,0,0,0,0,2,1,0,FALSE
0,0,17,0,0,0,0,0,0,0,0,4,0,0,FALSE
16,72,76,17,0,0,0,0,0,0,0,10,0,0,FALSE
1,2,36,17,0,0,0,0,0,0,1,4,0,0,FALSE
-6,-244,3,-8,0,0,0,1,0,0,-1,4,1,0,TRUE
0,0,11,0,0,0,0,0,0,0,0,2,0,0,FALSE
-1,-5,23,0,0,0,0,0,0,0,0,6,0,0,FALSE
0,0,11,0,0,0,0,0,0,0,0,2,0,0,TRUE
5,176,71,5,0,0,0,0,0,0,5,6,0,0,FALSE
4,40,24,6,0,0,0,3,0,0,2,7,1,0,FALSE
-4,-538,-1002,-500,0,0,0,0,0,0,0,1,1,0,FALSE
0,67,20,-7,0,1,0,5,0,0,3,1,1,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
-1,-32,69,6,-1,0,0,9,0,-4,-1,10,1,0,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
2,91,5,0,0,0,0,0,0,0,0,1,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
405,3020,1058,181,0,35,-1,32,0,28,190,15,1,0,TRUE
405,3020,1055,181,0,35,-1,32,0,28,190,15,1,0,TRUE
0,14,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,0,1,1,0,0,0,0,0,0,0,0,1,0,FALSE
294,1036,917,463,4,0,-1,67,0,1,220,16,1,0,TRUE
-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
-1,-3,21,10,0,0,0,0,0,0,0,5,0,0,FALSE
0,0,96,12,0,0,0,0,0,0,0,84,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
